Multi Channel Analyzer Raw Data
Version: 1

Channel: 17
[s]	[µV]
0.4704	39.508942
0.4705	49.227442
0.4706	52.233698
0.4707	43.785082
0.4708	38.03173
0.4709	50.98973
0.471	52.752018
0.4711	65.282404
0.4712	52.99822
0.4713	51.002688
0.4714	38.757378
0.4715	44.562562
0.4716	46.895002
0.4717	32.861488
0.4718	37.163544
0.4719	16.054962
0.472	14.357464
0.4721	22.6765
0.4722	40.636288
0.4723	45.54737
0.4724	28.481684
0.4725	1.904826
0.4726	-2.176944
0.4727	16.8454
0.4728	34.9866
0.4729	49.020114
0.473	45.61216
0.4731	23.363274
0.4732	5.740394
0.4733	20.34406
0.4734	2.46202
0.4735	1.516086
0.4736	7.38606
0.4737	1.658624
0.4738	7.956212
0.4739	8.979894
0.474	6.375336
0.4741	8.642986
0.4742	5.740394
0.4743	15.964256
0.4744	-6.09026
0.4745	13.903934
0.4746	21.199288
0.4747	2.423146
0.4748	5.986596
0.4749	12.543344
0.475	-1.61975
0.4751	3.82261
0.4752	15.847634
0.4753	12.76363
0.4754	4.66488
0.4755	1.827078
0.4756	6.582664
0.4757	7.71001
0.4758	10.444148
0.4759	11.14388
0.476	14.810994
0.4761	5.24799
0.4762	6.271672
0.4763	6.569706
0.4764	-1.529044
0.4765	3.991064
0.4766	18.957554
0.4767	16.560324
0.4768	11.584452
0.4769	-6.491958
0.477	-14.18901
0.4771	-2.993298
0.4772	-3.770778
0.4773	3.8874
0.4774	15.80876
0.4775	15.951298
0.4776	13.981682
0.4777	19.69616
0.4778	16.249332
0.4779	10.340484
0.478	-0.570152
0.4781	3.667114
0.4782	-5.675604
0.4783	14.033514
0.4784	15.09607
0.4785	5.947722
0.4786	12.413764
0.4787	27.898574
0.4788	24.55541
0.4789	22.767206
0.479	21.173372
0.4791	29.99777
0.4792	31.500898
0.4793	32.174714
0.4794	27.60054
0.4795	22.650584
0.4796	23.881594
0.4797	15.523684
0.4798	10.806972
0.4799	17.62288
0.48	34.222078
0.4801	35.867744
0.4802	51.067478
0.4803	41.647012
0.4804	35.595626
0.4805	35.090264
0.4806	35.142096
0.4807	38.342722
0.4808	39.729228
0.4809	30.269888
0.481	28.57239
0.4811	53.51654
0.4812	68.48303
0.4813	38.588924
0.4814	25.021898
0.4815	27.613498
0.4816	45.28821
0.4817	52.557648
0.4818	28.533516
0.4819	41.387852
0.482	55.641652
0.4821	41.258272
0.4822	49.460686
0.4823	62.379812
0.4824	35.815912
0.4825	45.340042
0.4826	62.45756
0.4827	41.737718
0.4828	35.530836
0.4829	50.60099
0.483	54.073734
0.4831	51.559882
0.4832	58.298042
0.4833	54.514306
0.4834	51.57284
0.4835	44.199738
0.4836	66.098758
0.4837	62.302064
0.4838	53.879364
0.4839	54.047818
0.484	56.380258
0.4841	63.10546
0.4842	64.453092
0.4843	61.991072
0.4844	56.963368
0.4845	48.307424
0.4846	49.43477
0.4847	65.904388
0.4848	64.414218
0.4849	51.819042
0.485	54.09965
0.4851	55.46024
0.4852	69.64925
0.4853	64.155058
0.4854	67.420474
0.4855	64.1421
0.4856	67.679634
0.4857	56.600544
0.4858	54.281062
0.4859	45.54737
0.486	46.285976
0.4861	61.330214
0.4862	66.383834
0.4863	48.52771
0.4864	50.847192
